market,funding_total_usd,status,country_code,funding_rounds,seed,venture,equity_crowdfunding,private_equity
Mobile,5500000,operating,,1,0,5500000,0,0
Hardware + Software,16760000,operating,USA,4,0,12500000,0,0
Software,3480000,closed,FRA,2,0,3480000,0,0
Software,3000000,operating,ISR,1,0,3000000,0,0
Games,52000000,acquired,USA,4,0,34000000,0,0
Biotechnology,100000,operating,USA,1,0,0,0,0
Software,50000,operating,SGP,1,50000,0,0,0
Security,13400000,operating,IRL,1,0,13400000,0,0
Mobile,25130716,operating,IRL,1,0,25130716,0,0
Games,5000000,operating,CAN,1,0,5000000,0,0
Advertising,321911,,RUS,2,321911,0,0,0
Security,15000,operating,USA,1,15000,0,0,0
Games,15000000,operating,USA,1,0,15000000,0,0
Hardware + Software,720000,operating,USA,1,0,0,0,0
Manufacturing,5400000,operating,CAN,1,0,5400000,0,0
Enterprise Software,1650000,operating,USA,1,0,0,0,0
Web Hosting,1000000,closed,USA,1,0,1000000,0,0
Hardware + Software,6450000,operating,USA,3,0,6450000,0,0
Software,4556909,operating,GBR,1,0,4556909,0,0
Software,735000,operating,USA,2,0,735000,0,0
Health Care,120000,operating,USA,1,0,120000,0,0
Software,14300000,,USA,2,0,14300000,0,0
Biotechnology,21748500,operating,USA,3,0,20010000,0,0
Security,1000000,acquired,USA,1,0,1000000,0,0
Security,4300000,operating,CHE,1,0,4300000,0,0
Education,1065000,operating,USA,4,400000,0,0,540000
Enterprise Software,13400000,operating,USA,2,0,13400000,0,0
Mobile,340461,operating,USA,1,0,340461,0,0
Biotechnology,31700000,operating,CAN,2,0,0,0,31700000
Finance,730000,operating,USA,4,100000,0,0,0
Health and Wellness,2300000,operating,USA,1,0,0,0,0
Software,24575900,operating,CAN,6,262500,21313400,0,0
Games,284775,operating,CAN,2,284775,0,0,0
Enterprise Software,9600000,operating,USA,1,0,9600000,0,0
Finance,200000000,operating,USA,2,0,0,0,100000000
Biotechnology,905421,operating,USA,2,0,905421,0,0
Software,310000000,operating,USA,3,0,105000000,0,0
Mobile,86000000,operating,IND,3,0,86000000,0,0
E-Commerce,500000,operating,USA,1,500000,0,0,0
Curated Web,40000000,operating,USA,1,0,0,0,0
Software,240000,operating,USA,1,0,240000,0,0
Health Care,5102426,operating,CHN,2,0,5102426,0,0
Mobile,8600000,operating,USA,3,4100000,0,0,0
Software,3400000,operating,ISR,1,0,3400000,0,0
Curated Web,5900000,closed,USA,1,0,5900000,0,0
Health and Wellness,6812500,operating,USA,2,0,6812500,0,0
Manufacturing,225000,operating,USA,1,0,225000,0,0
Advertising,5555555,operating,AUS,1,0,0,0,5555555
Advertising,6000000,,AUS,1,0,6000000,0,0
Advertising,250000,operating,USA,1,0,0,0,0
Health Care,1234970,operating,DEU,2,0,1234970,0,0
Software,1000000,operating,,1,0,1000000,0,0
Mobile,14664565,acquired,USA,2,0,14664565,0,0
Curated Web,100000,,RUS,1,100000,0,0,0
Education,20997981,operating,IND,5,0,20997981,0,0
Software,125000,operating,USA,1,0,125000,0,0
Mobile,100000,operating,USA,1,100000,0,0,0
Curated Web,1000000,acquired,USA,1,0,0,0,0
E-Commerce,1400000,operating,SGP,2,0,1400000,0,0
Analytics,1250000,operating,USA,1,0,0,0,0
Curated Web,151525,operating,,1,0,0,151525,0
E-Commerce,1684565,operating,,1,0,1684565,0,0
Software,750000,operating,USA,1,750000,0,0,0
Curated Web,150000,operating,USA,1,0,0,0,0
Analytics,3031776,operating,USA,4,1600000,1431776,0,0
Enterprise Software,64330,operating,,1,64330,0,0,0
Curated Web,802452,operating,,1,0,802452,0,0
Social Media,5000000,operating,ISR,1,0,5000000,0,0
Curated Web,5000000,operating,USA,1,0,5000000,0,0
Biotechnology,10000000,operating,USA,1,0,10000000,0,0
Biotechnology,96400000,operating,USA,3,0,62100000,0,0
Biotechnology,5760546,acquired,USA,2,0,5760546,0,0
Biotechnology,25172418,operating,USA,2,0,25172418,0,0
Education,300000,operating,USA,1,300000,0,0,0
Health Care,2750000,operating,USA,1,0,2750000,0,0
Health and Wellness,400250,operating,USA,2,0,0,0,0
Mobile,50000,operating,ESP,1,50000,0,0,0
Curated Web,14200000,acquired,AUS,2,0,14200000,0,0
Games,1500000,closed,,1,0,1500000,0,0
Social Media,8950000,acquired,USA,3,0,6750000,0,0
Software,270163,operating,JPN,1,270163,0,0,0
Curated Web,25000,operating,USA,1,25000,0,0,0
Hardware + Software,20000000,closed,CHN,2,0,20000000,0,0
Software,14000000,acquired,USA,2,0,14000000,0,0
Biotechnology,9200000,operating,USA,1,0,9200000,0,0
Advertising,850000,operating,USA,2,850000,0,0,0
Hardware + Software,347000,operating,DNK,1,0,347000,0,0
Curated Web,10000,operating,CZE,1,10000,0,0,0
Finance,10000,operating,,1,0,0,0,0
Semiconductors,5500000,operating,USA,1,0,5500000,0,0
E-Commerce,1600000,operating,MAR,2,1600000,0,0,0
Biotechnology,1355000,operating,USA,1,0,1355000,0,0
Hardware + Software,1245600,operating,USA,2,645000,600600,0,0
Curated Web,25000,operating,CHL,1,0,0,0,0
E-Commerce,232629,operating,GBR,2,232629,0,0,0
Curated Web,64330000,operating,DEU,1,0,64330000,0,0
Biotechnology,42000000,operating,USA,1,0,42000000,0,0
Hardware + Software,24634,operating,NLD,1,0,24634,0,0
Curated Web,5000000,closed,USA,1,0,5000000,0,0
Biotechnology,450000000,operating,USA,1,0,0,0,0
Advertising,25000,operating,URY,1,25000,0,0,0
Hardware + Software,1250000,acquired,USA,1,0,1250000,0,0
E-Commerce,1800000,operating,USA,1,1800000,0,0,0
Health Care,9500000,operating,USA,1,0,9500000,0,0
Health Care,20000,operating,USA,1,20000,0,0,0
Finance,1000000,acquired,USA,2,0,1000000,0,0
Software,56550000,operating,USA,1,0,56550000,0,0
Biotechnology,200000,operating,USA,1,0,0,0,0
Manufacturing,5000000,operating,,1,0,5000000,0,0
Biotechnology,1122000,operating,USA,2,0,1122000,0,0
Health and Wellness,4950000,operating,USA,1,0,4950000,0,0
E-Commerce,1200000,acquired,CAN,1,1200000,0,0,0
E-Commerce,25000,operating,USA,2,25000,0,0,0
E-Commerce,65000000,,IND,3,0,44000000,0,21000000
Health Care,121700,operating,GBR,1,121700,0,0,0
Curated Web,187500,operating,USA,1,0,187500,0,0
Curated Web,40000,operating,ARG,1,40000,0,0,0
E-Commerce,4751847,operating,,1,0,0,0,0
Clean Technology,50000,operating,USA,1,50000,0,0,0
Education,135172,operating,ESP,1,135172,0,0,0
Curated Web,1200000,closed,USA,1,0,1200000,0,0
Curated Web,10000000,operating,,3,0,10000000,0,0
Software,415870,operating,USA,3,0,290870,0,0
Security,911000,closed,GBR,1,0,911000,0,0
Manufacturing,11400000,operating,USA,1,0,0,0,0
Manufacturing,10000000,operating,CHN,2,0,10000000,0,0
Mobile,1250000,operating,USA,1,1250000,0,0,0
Mobile,1950000,operating,,2,650000,0,0,0
Games,4500000,operating,USA,2,1500000,3000000,0,0
Biotechnology,35305200,operating,AUT,2,0,35305200,0,0
Analytics,800000,operating,USA,1,800000,0,0,0
E-Commerce,23500000,operating,USA,2,0,23500000,0,0
Health Care,645000,operating,IRL,2,0,645000,0,0
Mobile,707750,operating,ESP,1,707750,0,0,0
Software,284900000,operating,CAN,6,0,281900000,0,0
Software,2624622,operating,USA,3,0,2250000,0,0
Biotechnology,6015700,operating,USA,1,0,6015700,0,0
Curated Web,20000,operating,USA,1,20000,0,0,0
E-Commerce,1300000,closed,USA,1,1300000,0,0,0
Biotechnology,50219097,operating,GBR,5,0,50219097,0,0
Clean Technology,8000000,operating,SGP,1,0,8000000,0,0
Health Care,462000000,operating,USA,3,0,0,0,0
Clean Technology,318000000,acquired,USA,2,0,0,0,318000000
Social Media,500000,operating,,1,0,0,0,0
Social Media,30000,closed,,1,30000,0,0,0
Curated Web,192394,operating,USA,2,0,117394,0,0
E-Commerce,697792,closed,SWE,1,0,697792,0,0
Hardware + Software,770000,operating,USA,3,0,645000,0,0
Manufacturing,50000000,operating,USA,1,0,0,0,0
Games,2500000,operating,CHN,1,0,2500000,0,0
E-Commerce,250000,operating,USA,1,250000,0,0,0
Curated Web,4499997,operating,USA,2,0,4499997,0,0
Mobile,500000,operating,USA,1,0,500000,0,0
Web Hosting,2000000,operating,USA,1,0,0,0,0
Web Hosting,1262520,operating,USA,6,0,1202520,0,0
Advertising,130000,operating,,1,130000,0,0,0
Web Hosting,110000000,operating,USA,1,0,0,0,110000000
Biotechnology,3556563,operating,USA,2,0,3556563,0,0
Mobile,1000000,operating,ESP,1,1000000,0,0,0
Social Media,1420000,acquired,USA,1,0,1420000,0,0
Education,5000000,operating,USA,1,0,5000000,0,0
Software,525000,closed,USA,1,0,0,0,0
Software,1624000,operating,USA,1,1624000,0,0,0
Software,198000,operating,USA,1,198000,0,0,0
Software,400000,operating,USA,1,0,0,0,0
Social Media,1449998,closed,USA,4,25000,624998,0,0
E-Commerce,1000000,closed,USA,1,0,1000000,0,0
Enterprise Software,65000,operating,USA,2,65000,0,0,0
Curated Web,3000000,operating,USA,2,3000000,0,0,0
Clean Technology,1000000,operating,,1,1000000,0,0,0
Advertising,3500000,operating,USA,2,0,3500000,0,0
Health Care,2200000,operating,USA,1,0,2200000,0,0
Health and Wellness,400000,operating,USA,1,0,400000,0,0
Curated Web,213600000,operating,USA,4,0,213600000,0,0
Hardware + Software,220000,operating,,2,0,220000,0,0
Curated Web,22300000,operating,USA,3,0,22300000,0,0
Finance,4714510,operating,CHN,2,0,0,0,0
Curated Web,75000000,acquired,USA,1,0,0,0,75000000
Enterprise Software,40000000,closed,USA,1,0,40000000,0,0
Software,40000,operating,CHL,1,40000,0,0,0
Biotechnology,8551655,operating,USA,1,0,8551655,0,0
Analytics,1000000,acquired,USA,1,1000000,0,0,0
Biotechnology,47232377,operating,USA,5,0,31232377,0,0
Biotechnology,2929687,operating,CHN,2,0,2929687,0,0
Games,1800000,operating,CHN,1,0,1800000,0,0
Semiconductors,10000000,operating,CHN,1,0,10000000,0,0
Education,8094638,operating,CHN,2,0,8094638,0,0
Software,3100000,operating,CAN,1,3100000,0,0,0
Biotechnology,1150000,operating,USA,4,750000,0,0,400000
Enterprise Software,100000,operating,AUS,1,100000,0,0,0
Curated Web,750000,closed,USA,1,0,0,0,0
Enterprise Software,12400000,operating,USA,2,0,12400000,0,0
Manufacturing,3918495,operating,CHN,1,0,3918495,0,0
Software,112500,closed,USA,1,112500,0,0,0
Curated Web,8000000,operating,USA,2,0,8000000,0,0
Enterprise Software,2000000,operating,CHN,3,0,2000000,0,0
Software,13000000,acquired,USA,1,0,13000000,0,0
Enterprise Software,1434300,closed,GBR,1,0,1434300,0,0
Software,100500000,operating,USA,6,500000,100000000,0,0
E-Commerce,13500000,operating,USA,2,0,13500000,0,0
Advertising,22750000,acquired,USA,3,0,22000000,0,0
Software,1350000,operating,USA,1,0,1350000,0,0
Curated Web,56821,operating,GBR,1,0,0,0,0
Curated Web,600000,closed,USA,1,600000,0,0,0
E-Commerce,2912423,operating,,1,0,0,0,0
Mobile,67255150,acquired,USA,3,0,20391502,0,46863648
Manufacturing,4820000,operating,USA,3,0,4820000,0,0
Manufacturing,273417808,operating,CHN,2,0,14000000,0,0
Curated Web,4500000,closed,USA,3,4500000,0,0,0
Education,1800000,operating,USA,1,1800000,0,0,0
Biotechnology,37262373,operating,USA,1,0,0,0,0
Software,10600000,operating,CAN,1,0,10600000,0,0
Mobile,1225000,acquired,USA,2,0,1225000,0,0
Health and Wellness,70000000,operating,USA,1,0,70000000,0,0
Curated Web,50000,closed,USA,1,0,0,0,0
Software,350000,operating,USA,1,0,0,350000,0
Biotechnology,400000,operating,USA,1,400000,0,0,0
Biotechnology,75000,operating,USA,1,0,0,0,0
Health and Wellness,63000000,acquired,USA,3,0,63000000,0,0
Biotechnology,7846067,operating,DEU,2,0,7846067,0,0
Mobile,50000,operating,,1,50000,0,0,0
Education,50000,closed,SGP,1,50000,0,0,0
Games,40000000,operating,IND,1,0,40000000,0,0
E-Commerce,1527043,operating,AUS,1,0,1527043,0,0
Software,32165,operating,BGR,1,32165,0,0,0
Curated Web,80570,acquired,GBR,1,0,0,0,0
Software,2710014,operating,USA,1,2710014,0,0,0
Software,1225000,operating,,3,1225000,0,0,0
Mobile,1000000,operating,,1,0,1000000,0,0
Advertising,10000000,operating,CHN,2,0,10000000,0,0
Mobile,20000000,operating,CHN,2,0,20000000,0,0
Games,10000000,operating,CHN,1,0,10000000,0,0
Software,5100000,operating,IND,1,0,5100000,0,0
Games,125000,operating,CAN,1,125000,0,0,0
Software,57200000,closed,USA,3,0,0,0,0
Health Care,20200000,operating,CHN,2,0,20200000,0,0
E-Commerce,40000,operating,CHL,1,40000,0,0,0
Social Media,157397,operating,,2,0,0,0,0
Biotechnology,12613293,operating,USA,2,0,5000025,0,0
Health and Wellness,500000,operating,USA,1,0,0,0,0
Biotechnology,7800000,operating,USA,2,0,7800000,0,0
Software,2250000,operating,USA,1,0,2250000,0,0
E-Commerce,500000,closed,USA,1,500000,0,0,0
Biotechnology,13875434,operating,CHN,2,0,13875434,0,0
Health Care,500000,operating,USA,1,500000,0,0,0
Clean Technology,1161200,operating,IRL,1,0,1161200,0,0
Software,300000,operating,CAN,1,0,0,0,0
Finance,500000,operating,ISR,1,500000,0,0,0
Biotechnology,7320000,operating,FRA,1,0,7320000,0,0
Enterprise Software,30000000,acquired,CAN,1,0,30000000,0,0
Clean Technology,15000000,operating,USA,1,0,15000000,0,0
Biotechnology,22000000,operating,USA,1,0,22000000,0,0
Biotechnology,1793750,operating,USA,3,0,785000,0,0
Clean Technology,8974291,operating,FRA,2,0,8974291,0,0
Hardware + Software,12000,operating,USA,1,0,12000,0,0
Biotechnology,25000,operating,USA,1,0,25000,0,0
Health and Wellness,3647935,operating,USA,2,0,0,0,0
Manufacturing,3429998,operating,USA,2,0,3429998,0,0
Health and Wellness,3060100,operating,USA,1,0,3060100,0,0
Biotechnology,1000000,operating,USA,1,0,1000000,0,0
Biotechnology,3499976,operating,USA,1,0,0,0,3499976
Biotechnology,3420900,operating,USA,4,0,1375900,0,0
Biotechnology,8990000,operating,DEU,1,0,8990000,0,0
Clean Technology,311453228,operating,USA,4,0,140000000,0,171453228
Health and Wellness,300000,operating,USA,1,0,300000,0,0
Curated Web,50000,operating,FRA,1,50000,0,0,0
Finance,21500000,operating,DNK,2,0,21500000,0,0
Mobile,26001,operating,ESP,1,0,0,0,0
Social Media,1000,operating,,1,1000,0,0,0
Manufacturing,336000,operating,SWE,1,0,336000,0,0
Software,15200000,acquired,USA,3,0,15200000,0,0
Mobile,110000,operating,GBR,1,110000,0,0,0
Health Care,12557041,operating,USA,8,0,12057041,0,0
Curated Web,235536,operating,POL,1,0,0,0,0
Games,60000,operating,,1,60000,0,0,0
Software,11800000,acquired,USA,2,0,11800000,0,0
Advertising,1200000,acquired,USA,1,0,1200000,0,0
Health Care,165961509,operating,USA,7,0,117471998,0,0
E-Commerce,1028880,operating,USA,2,0,1028880,0,0
Curated Web,75762572,operating,GBR,1,0,0,0,75762572
Games,3000000,operating,USA,1,0,3000000,0,0
Software,550000,operating,USA,2,250000,0,0,0
Biotechnology,19654,operating,,1,19654,0,0,0
Biotechnology,833600,operating,USA,1,0,0,0,0
Curated Web,100000,closed,USA,1,0,0,0,0
Software,500000,operating,USA,1,500000,0,0,0
Biotechnology,7448268,operating,USA,2,0,6948268,0,0
Curated Web,25000,closed,,1,0,0,0,0
Hardware + Software,33625000,operating,USA,4,0,33625000,0,0
Hardware + Software,752000,closed,USA,2,750000,2000,0,0
Clean Technology,346481,operating,JPN,3,0,307377,0,0
Health and Wellness,750000,operating,USA,1,0,0,0,0
Social Media,200000,closed,USA,1,200000,0,0,0
Manufacturing,500000,operating,GBR,1,500000,0,0,0
Education,5200,operating,USA,1,0,0,0,0
E-Commerce,125000,closed,IND,1,125000,0,0,0
Enterprise Software,9670000,operating,ARE,1,0,0,0,0
Enterprise Software,1770000,operating,GBR,1,0,1770000,0,0
Software,100000,operating,USA,1,100000,0,0,0
Mobile,1110000,operating,GBR,1,0,1110000,0,0
Biotechnology,5848920,operating,,1,0,5848920,0,0
Biotechnology,45040000,operating,SGP,1,0,45040000,0,0
Manufacturing,2930000,operating,,1,0,2930000,0,0
Software,7000000,acquired,USA,1,0,0,0,0
Hardware + Software,6000000,operating,USA,1,0,6000000,0,0
Analytics,3500000,operating,USA,1,0,3500000,0,0
Finance,10000000,operating,NGA,1,0,10000000,0,0
Games,9197854,,USA,2,0,0,0,9197854
Mobile,5508855,operating,USA,1,0,5508855,0,0
Security,2250000,operating,USA,1,0,2250000,0,0
Clean Technology,19491529,operating,GBR,2,0,19491529,0,0
Social Media,750000,closed,USA,1,0,750000,0,0
Security,300000,operating,IND,1,300000,0,0,0
Education,30000,operating,SGP,1,0,0,30000,0
Software,4752585,operating,USA,2,0,4126500,0,0
Biotechnology,12725658,,USA,3,0,8725658,0,0
E-Commerce,6000000,operating,USA,1,0,6000000,0,0
Biotechnology,3343000,operating,USA,1,0,0,0,0
Manufacturing,20000000,operating,CHN,1,0,20000000,0,0
Social Media,25000,closed,USA,1,25000,0,0,0
Software,1630000,operating,FRA,1,0,1630000,0,0
Analytics,348813,operating,ESP,2,145563,0,0,0
E-Commerce,1750000,operating,USA,1,0,0,0,0
E-Commerce,550000,operating,USA,2,550000,0,0,0
Games,42183,operating,GBR,1,42183,0,0,0
Biotechnology,10065000,operating,USA,2,0,10065000,0,0
Advertising,100000,operating,USA,1,0,100000,0,0
Mobile,20000000,operating,USA,2,0,20000000,0,0
Mobile,1000000,operating,HKG,1,0,0,0,1000000
Finance,12200104,operating,CHN,2,0,12200104,0,0
Software,60000000,acquired,IND,1,0,0,0,60000000
Games,25000,operating,BGD,1,0,0,0,0
Analytics,15000000,operating,USA,1,0,0,0,0
Health and Wellness,5000000,acquired,USA,1,0,5000000,0,0
Finance,18805858,operating,USA,3,0,18805858,0,0
Clean Technology,6500000,operating,MYS,1,0,6500000,0,0
E-Commerce,70482000,operating,SGP,3,0,70482000,0,0
Hardware + Software,10000,operating,USA,1,0,0,0,0
Games,173936,operating,USA,1,0,0,0,0
Biotechnology,895000,operating,USA,1,0,895000,0,0
E-Commerce,47000000,operating,USA,1,0,47000000,0,0
Clean Technology,92000000,operating,USA,4,10000000,82000000,0,0
Games,8500000,operating,CHN,1,0,8500000,0,0
Health and Wellness,4000000,operating,USA,1,0,0,0,4000000
Hardware + Software,1030000,operating,USA,2,0,1030000,0,0
Clean Technology,40000000,operating,USA,1,0,40000000,0,0
Semiconductors,2043101,operating,GBR,1,0,2043101,0,0
Software,1500000,acquired,USA,1,0,1500000,0,0
Clean Technology,12404224,operating,GBR,2,0,10000000,0,0
Mobile,212000000,acquired,GBR,7,0,80000000,0,105000000
Biotechnology,5082873,operating,USA,4,0,2510133,0,0
Web Hosting,6057520,operating,USA,4,0,4045020,0,0
Finance,500000,operating,USA,1,0,500000,0,0
Biotechnology,450000,operating,,1,0,0,0,0
Software,35850952,operating,USA,2,0,35850952,0,0
Software,842723,operating,ESP,1,842723,0,0,0
Enterprise Software,59238985,operating,USA,5,0,59238985,0,0
Biotechnology,5456425,operating,CAN,3,0,5456425,0,0
Software,81088,operating,GBR,1,0,0,81088,0
Hardware + Software,85000000,operating,USA,2,0,85000000,0,0
Biotechnology,32000000,operating,USA,2,0,32000000,0,0
Software,45000,operating,USA,1,0,45000,0,0
Enterprise Software,12500000,acquired,USA,3,0,12500000,0,0
Biotechnology,22500000,operating,USA,2,0,22500000,0,0
Games,3300000,operating,DEU,1,0,3300000,0,0
Biotechnology,4000000,acquired,,1,0,4000000,0,0
Software,13764900,operating,USA,3,4764900,9000000,0,0
Security,93500000,operating,USA,5,0,93500000,0,0
Advertising,3890000,operating,USA,2,0,3890000,0,0
Software,12430000,operating,IND,2,0,12430000,0,0
Mobile,125000,operating,USA,1,125000,0,0,0
Clean Technology,10000000,operating,USA,1,0,10000000,0,0
Mobile,1000000,operating,USA,1,0,0,0,0
Web Hosting,1760000,operating,,1,0,1760000,0,0
Biotechnology,116667,operating,USA,1,0,116667,0,0
Biotechnology,75000,operating,USA,1,0,0,0,0
Biotechnology,1000000,operating,USA,1,0,0,0,0
Enterprise Software,35150000,acquired,USA,3,0,35150000,0,0
Security,5600000,operating,CHE,1,0,5600000,0,0
Security,1100000,operating,USA,1,0,0,0,0
Security,6566531,operating,USA,4,0,6566531,0,0
Mobile,875000,operating,USA,1,0,875000,0,0
Web Hosting,81389,operating,CHN,1,0,0,0,0
Biotechnology,25000000,operating,USA,1,0,0,0,25000000
Finance,125000,operating,,2,125000,0,0,0
Advertising,5000000,operating,IND,1,0,5000000,0,0
Software,1150000,operating,GBR,1,0,1150000,0,0
Games,1000000,operating,IRL,1,1000000,0,0,0
Health Care,1664500,operating,USA,1,0,1664500,0,0
Social Media,500000,operating,,1,500000,0,0,0
Hardware + Software,40000,operating,SGP,2,40000,0,0,0
Software,130000,operating,NLD,1,130000,0,0,0
E-Commerce,106800000,acquired,USA,5,0,106800000,0,0
Health Care,132000000,acquired,USA,3,0,25000000,0,107000000
Software,338000,operating,DEU,2,0,338000,0,0
Enterprise Software,7500000,operating,LIE,1,0,7500000,0,0
Security,50000,operating,,2,0,50000,0,0
Hardware + Software,1220000,operating,USA,1,0,1220000,0,0
Security,1711000,operating,USA,2,0,1591000,0,0
Biotechnology,739550,operating,USA,4,0,739550,0,0
Biotechnology,2490000,operating,IRL,1,0,2490000,0,0
Security,21700000,operating,USA,2,0,21700000,0,0
Software,1000000,operating,USA,1,0,1000000,0,0
Enterprise Software,4000000,operating,USA,1,0,4000000,0,0
Security,20000000,operating,USA,1,0,20000000,0,0
Software,50000,acquired,USA,1,50000,0,0,0
Biotechnology,53800000,operating,USA,3,0,13800000,0,0
Biotechnology,59705235,acquired,USA,3,0,58873985,0,0
Hardware + Software,10100000,operating,USA,4,0,9950000,0,0
Enterprise Software,30000000,operating,USA,1,0,30000000,0,0
Biotechnology,3810000,operating,,1,0,3810000,0,0
Enterprise Software,6900000,operating,USA,2,0,6900000,0,0
Enterprise Software,150000,operating,USA,1,0,150000,0,0
Social Media,2600000,operating,GBR,2,250000,2350000,0,0
Clean Technology,1895000,operating,USA,2,0,1895000,0,0
Games,19027562,operating,USA,2,0,19027562,0,0
Clean Technology,3000000,operating,USA,1,0,3000000,0,0
Enterprise Software,9000000,operating,ISR,1,0,9000000,0,0
Web Hosting,3500000,operating,USA,1,0,3500000,0,0
Software,380000,operating,USA,2,380000,0,0,0
Software,40000,operating,USA,1,40000,0,0,0
Security,4957804,operating,USA,3,0,4757804,0,0
Games,200000,operating,,2,200000,0,0,0
Biotechnology,275006,operating,USA,1,0,275006,0,0
Health and Wellness,3550000,operating,USA,1,0,0,0,3550000
Manufacturing,36050000,operating,USA,2,0,1050000,0,0
Web Hosting,267500,closed,CAN,1,0,267500,0,0
Software,5930000,operating,FRA,2,0,5930000,0,0
Hardware + Software,1300000,operating,USA,1,1300000,0,0,0
Curated Web,4854004,operating,USA,3,0,4297004,0,0
Software,1075000,operating,USA,2,0,1075000,0,0
Education,9300000,operating,USA,2,2800000,6500000,0,0
Social Media,28701975,operating,USA,5,0,22201975,0,0
Social Media,29360000,operating,,2,0,27000000,0,0
Health and Wellness,4973872,operating,TWN,2,900000,0,0,0
Mobile,310000,operating,SGP,3,310000,0,0,0
Curated Web,530000,operating,USA,2,210000,0,0,0
Finance,29000000,operating,IND,1,0,29000000,0,0
Finance,5000000,operating,IND,1,0,0,0,5000000
Web Hosting,5000000,operating,USA,3,0,5000000,0,0
Social Media,10000,operating,,1,10000,0,0,0
Advertising,51357500,closed,USA,4,0,51357500,0,0
Advertising,10000000,operating,KOR,3,0,10000000,0,0
Biotechnology,71215740,operating,USA,4,0,71000000,0,0
Manufacturing,16050000,operating,USA,4,0,16050000,0,0
Games,410423,operating,GBR,1,0,0,0,0
Clean Technology,5014644,operating,GBR,1,0,5014644,0,0
E-Commerce,50000,operating,IND,1,0,0,0,50000
Advertising,4000000,closed,ISR,2,4000000,0,0,0
Finance,2661559,operating,GBR,2,2661559,0,0,0
Games,14025457,operating,USA,4,525457,12500000,0,0
Advertising,11900000,operating,USA,1,0,11900000,0,0
Health Care,101500000,operating,USA,5,0,59500000,0,0
Software,30000000,operating,,1,0,30000000,0,0
Software,2500004,operating,USA,3,0,2500004,0,0
Games,3000,operating,USA,1,3000,0,0,0
Games,40000,operating,CHL,1,40000,0,0,0
Curated Web,1170000,operating,USA,3,200000,970000,0,0
Biotechnology,65100,operating,CAN,1,0,65100,0,0
Mobile,1597878,operating,CHN,2,0,1597878,0,0
E-Commerce,11000000,operating,CHN,1,0,11000000,0,0
Health and Wellness,25000000,operating,USA,1,0,25000000,0,0
Health and Wellness,84000,operating,USA,1,0,84000,0,0
Health Care,7795000,operating,USA,3,0,7795000,0,0
Health Care,4310000,operating,USA,1,0,0,0,4310000
Games,19150100,operating,USA,4,0,19150100,0,0
Software,287997,operating,USA,2,0,287997,0,0
Software,797181,,USA,1,0,0,0,0
Mobile,620000000,operating,GBR,3,0,0,0,550000000
E-Commerce,43000000,operating,CHN,2,0,43000000,0,0
Security,8000000,operating,USA,1,0,8000000,0,0
Advertising,300000,closed,CHN,1,0,0,0,0
Analytics,17704186,operating,USA,3,0,17704186,0,0
Health Care,125000000,operating,CHN,2,0,25000000,0,100000000
Software,42000000,,USA,1,0,42000000,0,0
Biotechnology,54947203,operating,USA,1,0,54947203,0,0
Enterprise Software,147492730,operating,USA,3,0,0,0,147492730
Analytics,1390000,operating,USA,2,0,1390000,0,0
Biotechnology,380000,operating,ESP,1,0,380000,0,0
Education,175000,operating,PAK,1,175000,0,0,0
Semiconductors,20700000,closed,USA,4,0,17200000,0,0
Semiconductors,1061520,operating,IRL,1,0,1061520,0,0
Biotechnology,5205000,operating,USA,2,0,5205000,0,0
Health Care,1075000,operating,USA,2,0,1075000,0,0
Curated Web,100000,operating,USA,1,100000,0,0,0
Clean Technology,1878750,operating,ESP,1,0,1878750,0,0
Biotechnology,275000,operating,USA,2,0,100000,0,0
Software,115000,operating,IND,1,115000,0,0,0
Enterprise Software,965000,acquired,USA,2,615000,350000,0,0
Software,6000000,operating,USA,1,0,6000000,0,0
Social Media,16500000,acquired,USA,3,0,15800000,0,0
Software,2962500,acquired,USA,1,0,0,0,0
Software,10000,operating,USA,1,0,10000,0,0
E-Commerce,1500000,acquired,,1,0,1500000,0,0
Hardware + Software,100000,operating,,1,0,100000,0,0
Curated Web,2875000,operating,USA,2,0,1900000,0,0
Software,6797785,closed,USA,3,0,6797785,0,0
Health Care,33400000,operating,USA,3,0,28000000,0,0
Enterprise Software,42500000,operating,,2,0,42500000,0,0
Advertising,2010450,operating,USA,1,0,2010450,0,0
Software,2785830,operating,USA,1,2785830,0,0,0
Manufacturing,877294,operating,USA,1,0,877294,0,0
Hardware + Software,25000000,operating,,1,0,0,0,25000000
Software,380000,operating,USA,1,0,380000,0,0
Health and Wellness,100000,operating,USA,1,0,0,0,0
Software,1960000,closed,,1,0,1960000,0,0
Biotechnology,2573200,operating,ITA,1,2573200,0,0,0
Biotechnology,5450000,operating,USA,1,0,5450000,0,0
Games,2200000,operating,CAN,1,0,0,0,0
Software,40000,operating,USA,1,0,40000,0,0
Web Hosting,18000,operating,USA,2,0,0,0,0
Health Care,2600000,operating,USA,2,0,2600000,0,0
Biotechnology,40000000,operating,USA,1,0,40000000,0,0
Web Hosting,10000000,operating,USA,1,0,10000000,0,0
Advertising,150714,operating,,1,150714,0,0,0
Software,161000,operating,USA,1,0,161000,0,0
Advertising,7519000,operating,USA,4,0,7519000,0,0
Software,10000000,operating,USA,1,0,10000000,0,0
Games,100000,,USA,1,0,0,0,0
